#Position, Run #17
#Time ( s )	Position ( m )
10,0800	0,000
10,1200	0,000
10,1600	0,000
10,2000	0,000
10,2400	0,000
10,2800	0,000
10,3200	0,000
10,3600	0,000
10,4000	0,000
10,4400	0,000
10,4800	0,000
10,5200	0,000
10,5600	0,000
10,6000	0,000
10,6400	0,000
10,6800	0,000
10,7200	0,000
10,7600	0,000
10,8000	0,000
10,8400	0,000
10,8800	0,000
10,9200	0,000
10,9600	0,000
11,0000	0,000
11,0400	0,000
11,0800	0,000
11,1200	0,000
11,1600	0,000
11,2000	0,000
11,2400	0,000
11,2800	0,000
11,3200	0,000
11,3600	0,000
11,4000	0,000
11,4400	0,000
11,4800	0,000
11,5200	0,000
11,5600	0,000
11,6000	0,000
11,6400	0,000
11,6800	0,000
11,7200	0,000
11,7600	0,000
11,8000	0,000
11,8400	0,000
11,8800	0,000
11,9200	0,000
11,9600	0,000
12,0000	0,000
12,0400	0,000
12,0800	0,000
12,1200	0,000
12,1600	0,000
12,2000	0,000
12,2400	0,000
12,2800	0,000
12,3200	0,000
12,3600	0,000
12,4000	0,000
12,4400	0,000
12,4800	0,000
12,5200	0,000
12,5600	0,000
12,6000	0,000
12,6400	0,000
12,6800	0,000
12,7200	0,000
12,7600	0,000
12,8000	0,000
12,8400	0,000
